Which of the following languages can be used to write server side scripting in ASP.NET | Both A and C (C# va Visual Basic)
Which namespace is VS.NET contains classes that help in constructing and sending emails | System.Web.Mail
To perform a change to a table using the Command object named Cmd|Cmd.ExecuteNonQuery()
When a Data Form is created using the Data Form Wizard| DataReader Connection Command
property of a connection object is used to get or set the string used to open a database| ConnectionString
property is used to get or set the edges of the control are anchored to the edges of its container| Anchor
property is used to get or set the shortcut menu associated with the control | Popup Menu
System.Windows.Forms is an important | Namespace
To get values of the columns of the i-th row in a DataTable object named datatable | DataRow array = datatable.Rows[i].ItemArray;
Brushes can be created using one of the following classe | Texture , Solid, Linear
What mode is VS.NET allow you create a portable exe(EXE) file|  Both Debug Mode and Release Mode
The instance properties and methods are those, which are common to all the instances of the class | true
The shared properties and methods are those, which are specific to a particular instance | true
ADO.NET provides features for accessing traditional databases like SQL Server | ODBC OLEB
Name the .NET data providers which are available is VS.NET| ODBC.NET, OLEDB, ORACLE Framework
The____ event of the PrintDocument class is triggered immediately before each PrintPage event ocurs| QueryPageSettings
is the easiest way to allow the user to interact with the application | Form
Which namespace does the class ListView belong to | System.Windows.Form
The____property of a DataGrid control, allow filling various kinds of data in a DataGrid | DataSource
The Pen class belongs to the ____namespace and cannot be inherited | System.Drawing
are the visual effects supported in WinForms | Visual Inheritance Control Anchoring Cotrol Docking  Transparent Forms
The value of the HelpButton property is ignored if the maximize of minimize boxes are shown. | False
List the key elements of COM | Services snd specifications
are the Print support controls provided by WinForms |PreviewControl and Document
What of the followings are data validation mode in WinForms | Form Control and Field
What of the folllowings is correct if we want to set the Achild form as a child |AChild.MdiParent = TheParent;
The ____control groups a set of controls within a non-labeled and scrollable frame | Panel
Arrange the sequence in which the key events are triggered | KeyDown, KeyUp, KeyPress
The types of list box supported in Winforms are | ListBox
What are thee steps involved involved in calling one from another form | Invoke Show
Which of the following objects can we use to read data from a Micorosoft SQL Server 2000 database| SqlAdapter, OleDbData,Ado
What is component is used to fetch the values from the data source to DataSet |DataAdapter
The ____property of the Form control is used to determine whether | IsMdiChild
are the collection of reusable classes or types | Class Libraries
control combines the features of the TextBox and the ListBox controls |ComboBox
A custom control should you use to verify an authorized aplication user called as | Complex control
System built on ADO.NET are intrinsically highly scaleable |True
When we use the DataSet object, ADO.NET is based on disconnected data access. | true
What control support us to display the list items in different types as text only, | ListView
IntelliSence pops up a list of _____that can be called on an object | Properties
The____ control is used to display text when the mouse points to a particular control |ToolTip
What are the types of Dialog boxes | Modeless , Modal
which class is the base class for all the controls that can be used in Windows Forms |Control
GDI + resides in _____ assembly. | System.Drawing
The ____ property of the LinkLabel control is used to specity the text | linkArea
 for creating a connection object to database named MyDB |SqlConnection con = new SqlConnection(“Data Source=myserver;Integrated Sercurity=SSPI; Initial Catalog=MyDB”);
List the advantages of DCOM | Provides ,Fully,Supports
The view types supported in Winforms are  | Report View
If maximize and minimize buttons are displayed then the HelpButton property is ignored | False
The ____ event of the Form control is used to perform tasks such as allocatin | Load
To get values of the colums of the i-th row in a DataTable object named datatable |DataRow array = datatable. Rows[i].ItemArray;
ADO.Net.Provider features for accessing traditional database like SQL | OLEDB + XML
Dataset store its data inXML | true
IntelliSence pops up a list of ___ that can be called on an onject | Hints + Properties
Link Label is a commands control |true
-Microsoft Windows Installer is shipped alog with Windows 2000, windows ME  | True
The___event of the Form control is used to perform tasks such as allocating | allocate
To preserve screen space on the monitor , VS.NET provides us with |SolutionExplorer  + Tabbed  + Class View  + Command  + Properties Window
The term packaging imlies bunding up all the files in the application into a single file | True
.NET Framework has two main components, are | NET Framework class library , Common Language Runtime
Presents a logical view of our work using an Explorer-like view of the classes, methods and properties | Class View
What is managed code | It is the code targeting the .NET runtime
Which thing is not included in a .NET PE file |Source code
______are the collection of reusable classes or types | Class libraries
What is the name of entity that compiles CIL code into meaningful CPU  instructions| Just-in-time (JIT) compiler.
What is the output format of the file the C# compiler produces | IL
How many times the .NET programs are compiled | 2
A namespace is a logical compile-time mechanism. | true
Under which of the following environments does your programs execution code run | CLR
A C# class can be inherited from multi other classes | NO
A delegate must define name of the method on which it makes calls | true
Marks a member as accessible limited to the current assembly, but not outside the assembly | True
Stack is a first-in, first-out queue  | True
Which parameter modifier marks a parameter as passed by value | None
Does destructor of a class impact to garbage collection | Yes
An interface is name collection of semantically related abstract member | true
How do we implement encapsulation | define a contructor
Override method and overridden base method must have the same return type | true
Elements of a List<T> variable cannot have different type | true
Boxing is conversion form an object to a value type. | True
Value types can be null | true
Shared assemblies are libraries intended to be consumed by numerous application on a single machine| true
Background threads are viewed by the CLR as expendable paths of execution that can be ignored at any point in time | true
Strong name is used to uniquely identify the publisher of a .NET library | True
can multiple versions of the name .NET assembly be installed on a single machine | Yes
a class library that is written by C# can be used in any other .NET programming language | True
What is described in “Win32 process ” term | Set of resource , necessary memory
a given application domain can have only thread executing with it at any given time | false
a single process may contain multiple application domains | true
default context is used to group together .NET object | True
Why do we use Thread pool? | When using thread pool, The Thread pool manages thread
an we draw a hexagonal with GDI+ | Yes, by using DrawPolygon method of Graphics object
StreamWriter sw = new StreamWriter(“Text.txt”)| if file “Text.txt” does not exist, this code will create a new file
Object graph is a set of related object of serialized object | True
can we cancel closing a form | Yes, by using FormClosing event
What is the first event is raised when the form has been allocated on the managed heap | Load
Which event of form handles pressing a key | KeyDown
how do we create a control to enter password | Use TextBox control with PasswordChar property is set a value
What are states that a CheckBox can have | Checked Only
Panel controls are used to group related controls in a logical unit | true
What is spin control | DomainUpDown, NumericUpDown
What is SoapFormatter | SoapFormatter is a serialization formatter that represents graph as a SOAP message
can we add a control at runtime | Yes
ADO.NET provides a single set of types that communicate | false 
ADO.NET supports multiple data providers, each of which is optimized to  | True
A command builder is only able to autogenerate SQL commands for use by a data adapter, if | Longest answer
Does Microsoft supply data provider for Oracle database | yes
Does DataTable class support a method that allows obtaining the data reader-like navigation scheme | yes
Which sentence about DataSet is correct | A DataSet is an in-memory representation of external data
What is a third-party data provider | MySQL
Which class is used to insert, remove, evaluate and manipulate the values in a table of one DataSet | DataTable
Data reader represents a read-only, forward-only cursor. | True
Which information is included in a connection string | Name of machine, name of the database on that machine, required
Select Students.StudentNo, Students.LastName | Return records that have StudentNo, LastName, FirstName from Students table and ClassName from Classes table
Which sentence about Connection object is | Connection object is used to establish a session with the data source.
Which is return value of ExecuteNonQuery() method of a Command object | An integer is number of affected rows
A persistent cookie is not destroyed after the user logs off your site | True
In below events of page, which one is raised first | Prelnit
What is method of form to transmit the form data back to web server for processing | Get Post
What are properties of [WebService] attribute |Description. Name and Namespace.
What are client-side script languages | VBScript and JavaScript
A web server is a software product in charge of hosting your web applications | true
ASP.NET supports single-file model only. | true
Can the errors be displayed in a pop-up message box | Yes
The runtime will automatically assign a new session ID for user when he/she logs on to. | True
Which sentence about ViewState is correct | Values of each GUI widget on the page are stored in a hidden form field.
What are building blocks of an XML Web service |A discovery service, a description service and a transport protocol
For testing and development does website have to be hosted under IIS | Yes
System.Console.WriteLine("Number 1 is 1"); | Compile error
The base keyword is used to access members of a base class from within a derived class. | True
Which of the following can be defined as generic | Structures, Delegate,Methods,Classes...
What kind of memory where an object is allocated | Stack area
public static int Method42(inti)  | delegate int Met42(inti);
System.Console.WriteLine("Hello {0}". yourName):  | Compile error
Where can you change 'Default Namespace" of Visual Studio |The Application tab of the project's Properties window.
System.Console.WriteLine ("The value of x & y is : {0}". (x & y));  | 2008
System.Console.WriteLine("Hello {0}". yourName):  | Coompile error
Console.WriteLine("try");  | Try Finally
The library provides shelter from the complexities of raw API calls and | Base class
Output of this code is "Nguyen Van A". | True
We CANNOT use methods that have some arguments for a delegate?  | No
Enumerations are a handy programming construct that allow you to group name/value pairs. | True
C# language offers the following features | No pointers required: Automatic memory management through garbage collection!
When will the garbage collector run | When the application is low on memory
Which class is at the top of.NET class hierarchy? | System.Object
What does the keyword "virtual" declare for a method | The method can be overridden.
List<int>arrayl = new List<int>0;  | Nothing
Which keyword is used when you wish to explicitly reference the fields and members of | This
An abstract class is a class that cannot be instantiated. | True
Assume that you wish to build a delegate that can point to any method that returns a bool | public delegate boolMethodl(string si) ;
What can be signature of an application's entry point | public static void Main() { }
An engine that shared by all .NET-aware languages is called | A common runtime engine
An object is the instantiation of a class. | true
What is default accessibility for the structures in | internal
When is the garbage collector invoked | It s invoked when the stack does not have sufficient memory to allocate a requested object
Which type of the System. Threading namespace can be used to resolve the issue of concurrency | Monitor
The DataTable structure is defined by its _ and _. | Columns. Constraints
Which delegate of System.Threading namespace points to any methods that  | System.Threading namespace does not contain this delegate.
Suppose we have multi-file assembly as follows: lib.dll. parti.netmodule. part2. | True
To get values of the columns of the i-th row in a DataTable object named datatable | Object Q array = datatable.Rows[i].ltemArray;
Can we connect to SQL Server Database without using SqIConnection? | Yes. we can connect to SQL Server Database using OleDbConnection.
Assume you wish show data of Customers table in a DataGridView control. | DataTable
The code has a compile error | True string strSQL
What is return value of ExecuteNonQueryO method of a Command object | An integer is number of affected rows
The dataset has not been populated. | True
Console.WriteLine(dtColumns.Count);  | 0
Connection object is used to establish a session with the data source | True
You need to get access to a database that is stored on a server running  | SqIDataAdapter
Which of the statements on Serializable is true | An instance of a type that is Serializable can be easily transmitted over the network,
A DataSet object is one of the components of the data provider.  | False
which sentence about background threads is correct | Background threads are viewed by the CLR as expendable paths of execution that can be ignored at any point in time
An assembly consists of Assembly Metadata. Type Metadata. _ and  | IL Code and Resources
Does NET Framework support to monitor the modification of a given external file | Yes
What is state of a thread after creating a Thread object | Unstarted
What is the TrackBar control | The  TrackBar control allows user to select a value from a range (of values), using scroll bar-like input mechanism.
You are required to build an application that can serialize an object to a file. Then, this file can be | SoapFormatter
Which member of System.Threading namespace is an enumeration | ThreadPriority
By default can we delete a folder that contains subdirectories and files | No
You want to add a control to your form that allows you to set a particular option on or off. | CheckBox
The…method of the …object is used to redirect the user to another page. | Redirect, Response
Which sentence about WSDL is correct | WSDL is used to describe information about the web service | WSDL is used to describe information about the web service
(line 12), if you want to build an in-house XML | [WebServiceBinding(ConformsTo = WsiProfiles.BasicProfile1_1, 
What is NOT a client-site technology | VB.NET
How many Page directives an ASP.NET page can include | Session, Application
Assume you wish to check validation of E-mail data. Which validation control is the most suitable to do it | RegularExpressionValidator
What is advantage of code-behind page model | It is possible to have designers working on the markup while programmers author the C# code.
What is name of this web service | My Webservice
Miss calling the DataBind() method of the page. | True
Which variables can use by all users and in all pages? | Application
Item stored in ViewState exist for the life of the current page | True
What is the lifespan for items stored in ViewState | Exists for the Life of the current page
The first event to be triggered in an aspx page is ... | Page_Init
Which of following extension does a Web service file will have?  | asmx
What does the "EnableViewState" property do?  | It allows the page to save the users input on a form across postbacks.
How many web.config files an ASP.NET application can have | Only 1.
What are required services in an ASP.NET Web server | IIS Admin and World Wide Web Publishing
Which method is fired lastly during the page load | UnLoad()
We can use ... and ... methods to ensure that application-level | Block and Unblock
Server side code is excuted at the server side on IIS in ASP. | Yes
















when will the garbage collector run | when the application is low in memory
___ is he normal output type for a Windows Forms project | Windows application
viewstate allows the state of objects (serializable) to be stores in a hidden field on the page | true
which namespace dose the class listview belong to? | system.windows.forms
session variables can be any valid .net framework type? | yes
can we enable and disable connection pooling? | yes, we can by setting pooling=true in ADO.NET connection string
session variables (httpcontext session) are stored in a sessionstateitemcollection object? | yes
in Windows, specify the method to place the focus on the control | focus
The ___ object allows us to retrieve & mainpulate data in the database | command
which control is used to link an html file the WinForms application? | helpProvider
select the type Processing model that ASP.NET simulate | Event-driven
What is significance of Server.MapPath? | return the physical file path that corresponds to virtual specified path
what is authentication? | the process of accepting credentials from a user and validating thoe credentials against a designated authority
... is an object in which the data retrieved from the database can be stored | dataset
how to disable client side script in validation control? | set EnableClientScript to false
by setting the Text property on the form, you will cause the value of the Textproperty to display on which part of the form? | Title bar
Which keyword prevents your class from being inherited by another class? | sealed
How can we save all data from dataset? | we can use the AcceptChanges method to save all data from Dataset
what dose the "EnableViewState" property do? | when the page is posted back...| it save the server-side value...| it allows the page to save...
___ is any action directed at the application | Event
In Winfroms, ___ property is used to get or set value that is returned to the parent from when the button is clicked | DialogResult
The method ___ of the Control class conceals the control from the user | Hide
How to use a checkbox in a data grid(in WebFroms)? | Use DataBound Fields
what tags do you need to add within the asp:datagrid tags to bind colimns manually? | inside tag in asp:Datagrid we set Text attribute to <%#DataBinder.Eval(Container.DataItem, "Col_Name")%>
A thread object will change to "Blocked" state, when ... | It issues an I/O request
ADO.NET has two core components, are | .NET Data Provider | DataSets
what is not a characteristic of Web Service? | Uses standard Web protocols to communicate
... are used to retrieve values in the DataTable | DataRow objects
what is default authentication mode for lls? | Anonymous
what 4-methods are fired during the page load? | preRender(), Load(), Init(), unload()
in Webfrom, the ... property of the RadioButton control restricts the user to select only one option from given set of options | RadioName
Sessions are identified by a unique identifier that can be read bu using the SessionID property? | yes
___ property is used to get or set the edges of the control are anchored to the edges of its container | Anchor
Under which of the following environments dose your programs execution code run? | CLR
what are new language enhancements in Visual Studio 2008? | Extension methods | Automatic properties
Microsoft Ajax library consists of a set of javaScript files | true
An object is the implementation of a class | true
an object is the instantiation of a class | true
cannot convert implicitly from integer type to decimal type | true
which sentence is incorrect? | cannot convert implicitly from integer type to decimal type
A remote object is an object that runs on... | Server
what is the Server.MachineName dose? | gets thw server's Machine Name
in Winfroms, specify method used to specify the next control to be navigated according to the tab order | SetNextControl
the...directive is used to consume a created custom control | Register
how many classes can a single .NET DLL contain? | As much as you want
choose 2 correct statements about the ViewState and SessionState | ViewState persist the values of control | SessionState persist the data of particular user 
to use SQL.NET Data Provider what using statement of the following is correct? | using System.Data.SqlClient
choose 2-correct statements about Server-side and Client-Side codes? | Server side code is executed at the server side... | client side code is executed on the IIS
Unboxing is | Convert an object to a value type
what is WCF? | Unified framework for rapidly building service-oriented application
the___component is used to fetch the values from the data source to the DataSet and also to update the data source with the DataSet data |  DataAdapter
which object is used to automatically generate commands | SqlCommandBuilder
The DataAdapter will create 3 data tables in the dataset | true
you are developing a Winfrom application. you have recived instructions to make sure that the PictureBox will | ErrorImage
Hello world! | true
the code will be processed on web server when the runat attribute of the <Script> tag has the followiing value | server
what is the most important component of ASP.NET AJAX Client Framework? | Microsoft Ajax library
which event is raised when user choose in item in combobox control? | selectedIndexChanged
the ___ property of the Linklable control is used  to specify the text, which has to be display as a link | LinkArea
thread is executed when we create a new instance of a thread object | false
to perfrom a change to a table using the command object named Cmd, what statement of the following is correct? | Cmd.executedNonquery()
in Asp.Net, "Change" event execute only in next action event by default | true
how do you register a user control? | add SRC, tagPrefix, TagName
how do we connect to SQL server database without using SQlconnection? | we cannot connect to SQl server database without using SQlconnection
what is not a component of ASp.net ajax sever framework? | ajax-enable asp.net pages
will the finally block get executed if an exception has not occurred? | yes
the ___ control is used to display text when the mouse points to a particular control | tooltip
what is the kind of asp.net technology? | server-side technology
which of the following is not a member of response object? | execute
you need to define a delegate for the following method | delegate int Met42(int i)
a delegate object | is create with the new operator
which method is fired lastly during the page load? | prerender()
what is the size of the SessionID? | 32 bit long string
how can we add a row is in a data table object? | we can use the add method of data table class
which control is not used to receice information? | lable
internetExplorer 6.0 is uplevel browser | true
what are not sever control | html control
what is the lifespan for item stored in viewstate | exists for thelife of the current page
how can we check that some changed have been made to a data table since is was loaded? | we can use the property  IsChanged to check whether a datatable is changed or not
what is the output format of the file the C# compiler produces? | IL
where is a protected class-level variable available? | it is available to any sub-class derived from base class
what of the followings is correct for creating a command object with the connection con? | sqlCommand cmd = new sqlcommand("select * from student", con);
the first event to be triggered in an .aspx page is | page_init
the deactivate event occurs when the user switches away from the from and concentrates on other from| statement 3 is correct
what is the correct way of creating a data table in a dataset? | datatable dtOrder = new datatable("order");
by default, the session ID values that are used in cookieless session sre recycled? | yes
what dose the following sql statement return, assuming that all tables and column names are correct? | omly the matching records from the two tables
which control supports paging? | datagrid
int number1 = 3; | 1
in winforms, which property of textbox control is used to create password input box? | passwordChar
the ... directive is used to set the Caching duration of the output for a page | @cacheOutput
what is WSDL? | is used to describe information about web service
winform is a class library that enable developers build web application | false
what of the following is correct if we want to set the AChild form as a child from of the parent form named TheParent? | TheParent.mdiChild = Achild
the datatable structure is defined by its...and... | columns, constraints
a class can have | many constructor | only one destructor
the variable of which type is not signed number? | byte
web service technology is based on what? | soap | xml
you want to write the content of a dataset, dsetl, to a file Scores.xml | dsetl.writexml(@"D:\Scores.xml");dataset dset2 = new dataset(); dset2.readxml(@"D:\Scores.xml"); response.write(dset2.getxml());
override method | is an instance method declaration includes an override modifier
what are kinds of constraint in ADO.NET? | uniqueConstraint | foreignKeyConstraint
you want to add a control to your form that allows you to set a particular option on or off. which control would you choose? | checkbox
___ are the visual effects supported in winforms | Control Anchoring | control docking
___ property is used to get or set the data source that the gridview is displaying data for | datasource
in windows form, ___is a command type control | linklable
what is default session time out? | 20 minutes
what is different between server.execute and server.transfer | server.execute returns the execution back to the current page, and sever
choose correct statements about user controls | a user control has an interface that can be completely edit | a user control is a server-side component that is shipped
choose the concept that is not related to asp.net security | viewstate
what dose the keyword "virtual" declare for a method? | the method can be overridden
which event handler is fired when a new user logs on to your application? | session_start()
display d1 = new display(displayHello); | compile error at line: display d1 = new display(displayHello);
which object represents the actual data of a datatable? | a collection of datarow object
what is CLR? | CLR is a set of rules provided to ensure that products of compilers will work properly in .net
which sentence about html form is correct? | a html form is a named group of related ui clements used to gather 
which property of control type is used to set a widget should be attached to which side (or sides) of a form? | top
which object provides access to the provider's data reader object? | command
which sentence about background threads is correct? | background thread are viewed by  the CLR as expendable paths of execution
can we work with server-side code on html controls? | yes, by setting value for "runat" property if html controls is "server"
when update an existing record in one table of database, should we use which method of command objects? | executeNonQuery
what is name of templates that wrap a block of selected statements within a relevant scope? | surround with
which control is usually used to input text | textbox
which sentence about components is correct? | an example of components is openFileDialog
dose .net framework support to monitor the modification of a given external file? | yes
which sentence is correct about C# language? | C# language dose not full support for interface-based programming techniques
vbscript and javascript are client-side script codes | sentence 1 is correct, sentence 2 is not correct
base.display() | compile error
~human() | destructor of student class | destructor of human class
which sentence about shared assemblies is correct? | shared assemblies are *.dll files only
what is utility shows all of the types in your current project from an object-oriented perspective? | solution explorer
which validation control is used to validate that the value of an input control is equal to a fixed constant? | rangevalidator
which sentence about session variables is correct? | you cannot change value of a session variable
assume that you create a web service by visual C# language. can you consume this web service by a client that is write in java language? | no
what is UDDI? | UDDI is a language is used to describe a xml web service
display<system.int32>(2010) | 2010
static void input(ref string s1) | yes, there is an error at line: input(ref s2)
object o1 = n1; | runtime error
a persistent cookie exists only within the http header | true
int n2 = 0; | catch | finally
what are advantage of code-behind page model? | it is possible to have designers working on the markup while programmers author the C# code
sqlconnection cn = new sqlconnection(); | runtime error
what kind of memory where an object is allocated? | managed heap
arraylist arr1 = new arraylist(); | output of this code is 0
which event of the page type is fired lastly when loading the page? | unload
h.name = "nguyen van a"; | this code has error at line : h.name = "nguyen van a"
which property of the form type sets the button on the form that is clicked then user press the esc key? | cancelbutton
which sentence about Asp.net view state is correct? | view state data can be transferred between asp.net web pages
which sentence about bufferedStream is correct | bufferedstream provides temporary storage for a stream of bytes that may be committed to storage at a late time
what is name of this web service | my webservice
interface animal | compile error at line: void display()
console.writeline(dr.hasrows.tostring()) | runtime error
datatable dt = new datatable() | 0
what are formaters you can choose when serialization an object? | binaryFormater, soapFormater and xmlSerializer
what is default value of autoPostback property? | fasle
what are properties of[webmethod] attribute? | description, messagename and enablesession
which sentence about .net assemblies is correct? | .net assemblies are veersioning, self-describing and configurable
student s = new student() | 01234
which control is a kind of value setting controls? | listbox
what are enumerations? | Enumerations are composed of any number of members, such as properties, methods, and events
student s1 = new student("02010","Nguyen van a"); | No is 02010
the___control is used to display text when the mouse points to a particular control | menustrip
how can we define an overridden base method? | use virtual keyword
what is unboxing? | unboxing is conversion from an object to a value type
how do we implement encapsulation by C#? | define overloaded operators
public static int method42(int i) | delegate int class1.method42(int i)
item stored in viewstate exist for the life of the current page? | true
the data binding is done incorrectly | true
select the correct statements about ADO.Net: | 1,2
system.data.sqlclient.sqlcommand cmd = cn.createcommand() | compile error
the ... object allows us to retrieve & manipulate data in the database | getdata
system.data.sqlclient.sqlconnection cn = new system.data.sqlclient.sqlconnection() | runtime error
a c# class can be inherited from multi interfaces? | no
you need to get access to an microsoft excel 2003 file. which data adapter would you use? | oledataadapter
do we have to set value for a variable before using? | yes
which sentence about private assemblies is correct? | private assemvlies are *.dll files only
it is possible to check whether an .aspx page is posted back to the server with the halp of the ... property of the page | IsPostBack
we cannot place multiple select command in the selectcommand property of the dataadapter | true
int x = 2009; | compile error
how do we create a new text file? | use streamWriter class | use createText() method of Fileinfor class
which of the following extension dose a web service file will have? | aspx
application_start - we can place code to initialize variable once during application start | true
session_start - we can place code to initilize variables specific to the session | true
... variable can be accessed by all the pages in the application | session | server
what is protected access modifier? | marks a member as accessible limited to the current assembly, but not outside the assmbly
why the data is not inserted using the following code? | don't have integrated connection for the command object
console.writeline(dt.rows.count.tostring()); | total rows of products table
select the output of the statement<form method = "post" action = "test.aspx"> | calls post method on the test.aspx
can we use methods that have some arguments for a delegate? | yes, but methods have to only one argument
which sentence abour namespace is correct? | namespace are physical mechanism
___ control combines the features of the textbox and the listbox controls | combobox
name two properties common in every validation control? | commandArgument property | controlToValidate property
2008 | true
what are responsibilities of clr? | loading the type into memory nd compiling cil into platform-specific instruction
list<int> array1 = new list<int>() | array1
the ___ event of the form control is used to perform tasks such as allocating resources used by the form | allocate
the...method of the...object is used to redirect the user to another page | redirect, response
string cnnstring = @"data source=local\sqlexpress;initial catalog=northwind;integated security=true | true
which sentence about foreground threads is correct? | foreground threads are viewed by the CLR as....
the method___of the control class conceals the control from the user | hide
which sentence about application domain is correct? | the CLR dose not create automatically any application domains at the time the process launches
what is the name of entity that compiles CIL code into meaningful cpu instruction? | just-in-time (JIT) compiler
what is managed code? | it is the code targeting the .NET runtime
hoe many time the .NET programs are compiled? | 2
which event handler is fired when a new user logs on to your application? | session_start()
delegate void Display(); | compile error at line: display d1 = new display(displayHello)
which object represents the actual data of a datatable? | a collection of dataRow object
what is CLR? | CLR is physically represented by mscore.dll library
which sentence about HTML form is correct? | an HTML form is a named group of related UI elements used to gather used input
which property of control type is used to get a widget should be attached to which side (or side) of a form | dock
which object provides access to the provider's data reader object? | datareader
which sentence about background thread is correct? | background thread are viewed by the CLR as expendable paths of execution that can be ignored at any point in time
when update an existing record in one table of database, should we use which method of command objects? | ExecuteNonQuery
what is name of templates that wrap a block of selected statements within a relevant scope? | Surround with
which control is usually used to input text? | textbox
class Mammal : Animal | Mammal
datatable dt = new datatable() | 0
which sentence about .NET assemblies is correct? | .NET assemblies are versioning, self-descrbing and configurable
which control is a kind of value setting controls? | textbox








.NET is said to accelerate the next generation of the Internet | True
The unique feature of .NET is the ___________support that it provides | Multi-language
.NET is a whole new platform centered around the Intranet | False
A program in .NET is first compiled by the language specific compiler into | Intermediate Language
What is the role of the CLR (Select all that apply) | Manages memory va Compile once and run on any CPU & OS that supports the runtime.
Microsoft .NET is primarily made up of the following three components. | Visual Studio .NET va 3rd party .NET services va .NET platform itself
Microsoft .NET allows developers to develop applications using different languages, which run on the Unix platform | True
The .NET platform is built on Internet Protocols such as _______ and _______ | TCP /IP va HTTP
The .NET platform is built on the following features of the Windows 2000 server family.(Select all that apply) | Reliability va Security va Manageability
Select the core .NET Enterprise Servers | Commerce Server 2000 va Exchange 2000 Server
Core Microsoft .NET building block services | Calendar va Dynamic delivery va Notification
_______ service allows users to handle their own rules for handling messages and notifications. | Personalization
Select the service, which allows users to maintain their schedules thus facilitating timely and manageable interactions with other users. | Calendar
________ allows developers and business analysts work together to define and modify business processes shared between applications. | Orchestration
Microsoft .Net was formerly known as __________ | NGWS (Next Generation Windows Services)
What is the correct syntax for comment entries in C# | /*… */
The public keyword can be ignored for the Main function in C#. | True
A C# program can have only one using directive | False
The WriteLine method is a part of the ______ class | Console
C# is considered as a modern replacement for the language/s like (Choose all that apply) | C++ va C
C# is a ____________language. | purely Object-Oriented
Manual memory management needs to be done in C# | False
Access Modifiers for variables in C# can be the following (Select all that apply) | public va private va protected
In C#, an underscore is allowed as an initial character of a variable | True
The prefix ______ enables the use of keywords as identifiers, which is useful when interfacing with other programming languages. | @
In C# array elements are automatically assigned default values | True
What statement is used to completely abort the execution of a loop? | break
Console.ReadLine() returns the input as a ________ | String
In C# datatypes are divided into two fundamental categories | Value types and reference types
__________in simple terms is nothing but conversion of a value type into a reference type. | Boxing
__________is all about converting a reference type into a value type. | Unboxing
Unboxing requires an ___________cast. | explicit
The _______class is the ultimate base class for all data types. | Object
System namespace is used in the C# programs to: | interact with the system environment
Which of the following is a correct statement to declare the class “MyClass”? | class MyClass
Which of the following is a valid variable in C#? | _Class va @class va Class
Basic input and output operations are performed in C# using the methods of the ______ class in the _________namespace. | Console,System
C# provides an Unified Type System, which means that all data types are derived from __________ class. | Object 
Which of the following are value types? | Struct va Union
Which of the following will execute without errors at compile time. | class Object{ static void Main(){} }
Which of the following are valid identifiers? | @void va _void va _var
for(int i=0;i<2;i++){for(int j=0;j<3;j++){if(i==j) continue;}Console.WriteLine(“i={0} j={1}”,i,j);}Which lines would be the part of output? | i=0 j=1 va i=0 j=2 va i=1 j=0
How can you initialize an array of three Boolean values? | bool[] b=new bool[3]; va bool[] b={true,true,true};
using System;class MyClass{int Var1=1; int Var2;public static void Main(){int LocalVar=3;MyClass m1=new MyClass(); Console.WriteLine(m1.Var1+m1.Var2+LocalVar);}}The output of above code will be: | 4
What is wrong with the following for statement?for(i=0;j=0, i<10; ++i,j+=i){k+=i*j+j*j;} | It uses more than one loop index.
Array X and Y have integer data types. If these arrays are initialized properly, what is wrong with the following statement?for(int var=0;var<0;++var){if(x[var]>100) break;if(x[var]<0) continue;x[var+1]=x[var]+y[var];} | There is nothing wrong with the statement.
If you ran the following program what lines would be included in its output?int var1,var2;for(var1=0,var2=0;var1+var2<20;++var1,var2+=1){Console.WriteLine(var1+var2);} | 8
using System;class Test {static void Main() {int @Main;int[] Static= new int[3];@Main =100*Static[1]; Console.WriteLine(@Main);}}What will be the output of above code? | The code will display 0.
For decimal, the default value is | 0.0m
Value types differ from reference types as___ | data can be stored using value types but not in the reference type. va Variables of the value types directly contain their data, whereas variables of the reference types store references to objects.
What would be the output of the following code fragment?int x=0,y=4,z=5;if(x<2)if(y<4){Console.WriteLine("One");}else {Console.WriteLine("Two");}else if(z>5){Console.WriteLine("Three");}else {Console.WriteLine("Four");} | Two
Which statement is true about the following code fragment?1. int j=2,a=1;2. switch(j){3. case 2: Console.WriteLine("Two");break;4.case 1+a: Console.WriteLine("Two Two"); break;5.default: Console.WriteLine(j);6.} | The code is illegal because of expression at line 4.
Which statement is true about the following code fragment?1. int j=2;2. switch(j){3. case 2: Console.WriteLine("Two");break;4. case 2+1: Console.WriteLine("Three");break;5. default : Console.WriteLine(j);} | The output would be only the text “Two”.
char c=’a’;switch(c ){case ‘a’: Console.WriteLine("A");break;default: Console.WriteLine("Default");}What will happen if you attempt to compile and run code that includes this snippet? | The code will compile and run and the letter “A” will be written to the standard output.
Which of the following is a legal loop construction? | int j=0;for(int k=0;j+k!=10;j++,k++){Console.WriteLine("j= {0} k={1}",j,k);}
int myVar=3;if (myVar<5)if(myVar<3)Console.WriteLine("<3");else if (myVar>2)Console.WriteLine(">2");else Console.WriteLine("Other");What will appear on the standard output? | >2
Class Book{int num1=1;int num2;public static void Main(){int num3=3;Console.WriteLine(num1+num2+num3r);}} | The code does not compile because static method cannot access nonstatic variables Var1 and var2.
